country,total_cases
Afghanistan,45
Albania,172
Algeria,193
Andorra,621
Angola,0
Anguilla,55
Antigua and Barbuda,1
Argentina,2477
Armenia,95
Aruba,0
Australia,1434
Austria,4625
Azerbaijan,585
Bahamas,14
Bahrain,25
Bangladesh,277
Barbados,105
Belarus,1312
Belgium,41439
Belize,144
Benin,0
Bermuda,0
Bhutan,0
Bolivia,1276
Bonaire Sint Eustatius and Saba,17
Bosnia and Herzegovina,1283
Botswana,250
Brazil,6017
British Virgin Islands,7
Brunei,16
Bulgaria,2426
Burkina Faso,0
Burundi,34
Cambodia,16
Cameroon,0
Canada,5007
Cape Verde,3
Cayman Islands,134
Central African Republic,0
Chad,0
Chile,1501
China,94
Colombia,1698
Comoros,1
Congo,0
Cook Islands,0
Costa Rica,231
Cote d'Ivoire,2
Croatia,728
Cuba,104
Curacao,2
Cyprus,706
Czechia,6346
Democratic Republic of Congo,539
Denmark,7146
Djibouti,0
Dominica,-34
Dominican Republic,232
Ecuador,2479
Egypt,871
El Salvador,0
Equatorial Guinea,0
Eritrea,26
Estonia,301
Eswatini,347
Ethiopia,119
Faeroe Islands,41
Falkland Islands,0
Fiji,19
Finland,3412
France,11578
French Polynesia,1
Gabon,34
Gambia,6
Georgia,1778
Germany,18322
Ghana,326
Gibraltar,5
Greece,4927
Greenland,39
Grenada,1
Guatemala,39
Guinea,0
Guinea-Bissau,0
Guyana,57
Haiti,128
Honduras,0
Hong Kong,5
Hungary,22699
Iceland,309
India,6822
Indonesia,130
International,0
Iran,3356
Iraq,615
Ireland,2911
Isle of Man,109
Israel,755
Italy,9494
Jamaica,67
Japan,54
Jordan,5811
Kazakhstan,551
Kenya,32
Kiribati,0
Kosovo,4
Kuwait,33
Kyrgyzstan,34
Laos,889
Latvia,230
Lebanon,824
Lesotho,0
Liberia,5
Libya,479
Liechtenstein,48
Lithuania,471
Low income,1859
Luxembourg,935
Macao,0
Madagascar,0
Malawi,16
Malaysia,4262
Maldives,157
Mali,56
Malta,81
Marshall Islands,0
Mauritania,26
Mauritius,66
Mexico,752
Micronesia (country),0
Moldova,495
Monaco,17
Mongolia,0
Montenegro,157
Montserrat,0
Morocco,52
Mozambique,76
Myanmar,231
Namibia,0
Nepal,238
Netherlands,20975
New Caledonia,54
New Zealand,97
Nicaragua,0
Niger,11
Nigeria,167
North Macedonia,99
Norway,2675
Oman,9
Pakistan,232
Palau,0
Palestine,752
Panama,0
Papua New Guinea,0
Paraguay,167
Peru,0
Philippines,379
Poland,13250
Portugal,2216
Qatar,164
Romania,803
Russia,31569
Rwanda,15
Saint Helena,0
Saint Kitts and Nevis,0
Saint Lucia,14
Saint Pierre and Miquelon,2
Saint Vincent and the Grenadines,0
Samoa,0
San Marino,69
Sao Tome and Principe,0
Saudi Arabia,43
Senegal,7
Serbia,1565
Seychelles,65
Sierra Leone,0
Singapore,662
Slovakia,4639
Slovenia,775
Solomon Islands,0
Somalia,0
South Africa,6381
South Korea,4952
South Sudan,19
Spain,0
Sri Lanka,741
Sudan,681
Suriname,43
Sweden,0
Switzerland,23895
Syria,90
Taiwan,10
Tajikistan,0
Tanzania,0
Thailand,3525
Timor,0
Togo,11
Tonga,0
Trinidad and Tobago,801
Tunisia,0
Turkey,20033
Turks and Caicos Islands,4
Uganda,101
Ukraine,5045
United Arab Emirates,48
United Kingdom,51432
United States,179786
Uruguay,178
Uzbekistan,223
Vanuatu,0
Vatican,0
Venezuela,0
Vietnam,14591
Wallis and Futuna,0
Yemen,9
Zambia,15
Zimbabwe,0
