country,total_cases
Afghanistan,22
Albania,263
Algeria,196
Andorra,0
Angola,7
Anguilla,0
Antigua and Barbuda,3
Argentina,1570
Armenia,133
Aruba,18
Australia,1843
Austria,2479
Azerbaijan,1226
Bahamas,0
Bahrain,28
Bangladesh,329
Barbados,0
Belarus,1454
Belgium,0
Belize,0
Benin,0
Bermuda,0
Bhutan,0
Bolivia,1592
Bonaire Sint Eustatius and Saba,9
Bosnia and Herzegovina,0
Botswana,0
Brazil,1615
British Virgin Islands,0
Brunei,5
Bulgaria,532
Burkina Faso,0
Burundi,0
Cambodia,12
Cameroon,0
Canada,2013
Cape Verde,7
Cayman Islands,0
Central African Republic,0
Chad,0
Chile,1577
China,101
Colombia,2026
Comoros,3
Congo,0
Cook Islands,0
Costa Rica,0
Cote d'Ivoire,9
Croatia,2339
Cuba,62
Curacao,17
Cyprus,393
Czechia,9108
Democratic Republic of Congo,0
Denmark,5989
Djibouti,0
Dominica,0
Dominican Republic,178
Ecuador,2325
Egypt,863
El Salvador,1324
Equatorial Guinea,0
Eritrea,17
Estonia,377
Eswatini,469
Ethiopia,115
Faeroe Islands,97
Falkland Islands,0
Fiji,0
Finland,0
France,43848
French Polynesia,0
Gabon,0
Gambia,36
Georgia,2922
Germany,17116
Ghana,135
Gibraltar,17
Greece,3225
Greenland,18
Grenada,2
Guatemala,61
Guinea,0
Guinea-Bissau,1
Guyana,101
Haiti,0
Honduras,0
Hong Kong,5
Hungary,0
Iceland,0
India,7350
Indonesia,163
International,0
Iran,2289
Iraq,340
Ireland,4667
Isle of Man,61
Israel,474
Italy,19212
Jamaica,40
Japan,98
Jordan,3897
Kazakhstan,577
Kenya,201
Kiribati,0
Kosovo,7
Kuwait,39
Kyrgyzstan,34
Laos,1274
Latvia,481
Lebanon,1539
Lesotho,654
Liberia,0
Libya,655
Liechtenstein,30
Lithuania,1449
Low income,780
Luxembourg,0
Macao,0
Madagascar,0
Malawi,35
Malaysia,3490
Maldives,55
Mali,87
Malta,78
Marshall Islands,0
Mauritania,28
Mauritius,92
Mexico,2655
Micronesia (country),0
Moldova,257
Monaco,0
Mongolia,94
Montenegro,153
Montserrat,0
Morocco,102
Mozambique,266
Myanmar,280
Namibia,578
Nepal,242
Netherlands,16592
New Caledonia,0
New Zealand,102
Nicaragua,0
Niger,5
Nigeria,418
North Macedonia,308
Norway,3622
Oman,35
Pakistan,244
Palau,0
Palestine,0
Panama,208
Papua New Guinea,92
Paraguay,0
Peru,1527
Philippines,232
Poland,19450
Portugal,3879
Qatar,166
Romania,1647
Russia,29483
Rwanda,50
Saint Helena,0
Saint Kitts and Nevis,0
Saint Lucia,0
Saint Pierre and Miquelon,0
Saint Vincent and the Grenadines,30
Samoa,0
San Marino,0
Sao Tome and Principe,0
Saudi Arabia,51
Senegal,10
Serbia,944
Seychelles,0
Sierra Leone,0
Singapore,370
Slovakia,5966
Slovenia,783
Solomon Islands,0
Somalia,0
South Africa,37875
South Korea,5817
South Sudan,0
Spain,0
Sri Lanka,714
Sudan,0
Suriname,35
Sweden,0
Switzerland,0
Syria,83
Taiwan,6
Tajikistan,0
Tanzania,0
Thailand,0
Timor,0
Togo,28
Tonga,0
Trinidad and Tobago,558
Tunisia,152
Turkey,17956
Turks and Caicos Islands,7
Uganda,29
Ukraine,5721
United Arab Emirates,83
United Kingdom,48071
United States,50568
Uruguay,126
Uzbekistan,223
Vanuatu,0
Vatican,0
Venezuela,796
Vietnam,14638
Wallis and Futuna,0
Yemen,6
Zambia,118
Zimbabwe,2138
