country,total_cases
Afghanistan,9
Albania,393
Algeria,197
Andorra,184
Angola,42
Anguilla,0
Antigua and Barbuda,0
Argentina,3089
Armenia,240
Aruba,34
Australia,1705
Austria,4233
Azerbaijan,1530
Bahamas,7
Bahrain,38
Bangladesh,291
Barbados,106
Belarus,1012
Belgium,10878
Belize,64
Benin,0
Bermuda,2
Bhutan,0
Bolivia,1489
Bonaire Sint Eustatius and Saba,16
Bosnia and Herzegovina,668
Botswana,0
Brazil,10136
British Virgin Islands,0
Brunei,27
Bulgaria,2299
Burkina Faso,334
Burundi,50
Cambodia,14
Cameroon,0
Canada,3002
Cape Verde,7
Cayman Islands,0
Central African Republic,0
Chad,0
Chile,1164
China,74
Colombia,1704
Comoros,5
Congo,96
Cook Islands,0
Costa Rica,92
Cote d'Ivoire,18
Croatia,3262
Cuba,75
Curacao,15
Cyprus,619
Czechia,15599
Democratic Republic of Congo,317
Denmark,6324
Djibouti,0
Dominica,0
Dominican Republic,254
Ecuador,107
Egypt,889
El Salvador,0
Equatorial Guinea,0
Eritrea,29
Estonia,543
Eswatini,507
Ethiopia,128
Faeroe Islands,96
Falkland Islands,0
Fiji,0
Finland,1542
France,59019
French Polynesia,8
Gabon,0
Gambia,0
Georgia,4509
Germany,93087
Ghana,0
Gibraltar,26
Greece,7254
Greenland,42
Grenada,0
Guatemala,544
Guinea,28
Guinea-Bissau,0
Guyana,44
Haiti,0
Honduras,0
Hong Kong,5
Hungary,4311
Iceland,123
India,8439
Indonesia,261
International,0
Iran,3514
Iraq,625
Ireland,5565
Isle of Man,112
Israel,804
Italy,15742
Jamaica,18
Japan,99
Jordan,6392
Kazakhstan,816
Kenya,75
Kiribati,0
Kosovo,8
Kuwait,31
Kyrgyzstan,63
Laos,1360
Latvia,860
Lebanon,1707
Lesotho,0
Liberia,0
Libya,401
Liechtenstein,112
Lithuania,2148
Low income,1339
Luxembourg,199
Macao,0
Madagascar,0
Malawi,18
Malaysia,4965
Maldives,133
Mali,141
Malta,86
Marshall Islands,0
Mauritania,37
Mauritius,95
Mexico,0
Micronesia (country),0
Moldova,588
Monaco,40
Mongolia,296
Montenegro,215
Montserrat,0
Morocco,158
Mozambique,120
Myanmar,367
Namibia,255
Nepal,272
Netherlands,17916
New Caledonia,24
New Zealand,88
Nicaragua,74
Niger,8
Nigeria,107
North Macedonia,375
Norway,7631
Oman,19
Pakistan,310
Palau,0
Palestine,402
Panama,178
Papua New Guinea,124
Paraguay,52
Peru,3218
Philippines,0
Poland,19369
Portugal,3417
Qatar,158
Romania,1421
Russia,30546
Rwanda,20
Saint Helena,0
Saint Kitts and Nevis,1
Saint Lucia,4
Saint Pierre and Miquelon,3
Saint Vincent and the Grenadines,22
Samoa,0
San Marino,91
Sao Tome and Principe,0
Saudi Arabia,42
Senegal,5
Serbia,1884
Seychelles,25
Sierra Leone,3
Singapore,715
Slovakia,9380
Slovenia,1954
Solomon Islands,0
Somalia,0
South Africa,13147
South Korea,7174
South Sudan,3
Spain,43808
Sri Lanka,748
Sudan,0
Suriname,0
Sweden,7412
Switzerland,9975
Syria,92
Taiwan,21
Tajikistan,0
Tanzania,0
Thailand,0
Timor,1
Togo,11
Tonga,0
Trinidad and Tobago,666
Tunisia,253
Turkey,22687
Turks and Caicos Islands,0
Uganda,19
Ukraine,9205
United Arab Emirates,62
United Kingdom,45333
United States,113304
Uruguay,237
Uzbekistan,147
Vanuatu,0
Vatican,0
Venezuela,543
Vietnam,13840
Wallis and Futuna,0
Yemen,9
Zambia,47
Zimbabwe,2555
