country,total_cases
Afghanistan,60
Albania,301
Algeria,212
Andorra,413
Angola,83
Anguilla,0
Antigua and Barbuda,1
Argentina,5301
Armenia,180
Aruba,43
Australia,3802
Austria,3046
Azerbaijan,984
Bahamas,21
Bahrain,55
Bangladesh,257
Barbados,44
Belarus,1596
Belgium,0
Belize,30
Benin,0
Bermuda,31
Bhutan,0
Bolivia,1800
Bonaire Sint Eustatius and Saba,13
Bosnia and Herzegovina,675
Botswana,2220
Brazil,3661
British Virgin Islands,44
Brunei,4
Bulgaria,1443
Burkina Faso,0
Burundi,279
Cambodia,7
Cameroon,0
Canada,7530
Cape Verde,14
Cayman Islands,29
Central African Republic,0
Chad,0
Chile,1492
China,76
Colombia,1720
Comoros,13
Congo,113
Cook Islands,0
Costa Rica,55
Cote d'Ivoire,55
Croatia,3765
Cuba,72
Curacao,36
Cyprus,632
Czechia,11652
Democratic Republic of Congo,1456
Denmark,9999
Djibouti,0
Dominica,0
Dominican Republic,88
Ecuador,1238
Egypt,901
El Salvador,117
Equatorial Guinea,0
Eritrea,27
Estonia,645
Eswatini,1642
Ethiopia,542
Faeroe Islands,0
Falkland Islands,0
Fiji,0
Finland,1981
France,60866
French Polynesia,7
Gabon,0
Gambia,0
Georgia,3123
Germany,51400
Ghana,71
Gibraltar,54
Greece,4696
Greenland,20
Grenada,0
Guatemala,329
Guinea,0
Guinea-Bissau,3
Guyana,44
Haiti,28
Honduras,0
Hong Kong,10
Hungary,5298
Iceland,183
India,7447
Indonesia,213
International,0
Iran,2500
Iraq,410
Ireland,4141
Isle of Man,83
Israel,878
Italy,26104
Jamaica,59
Japan,163
Jordan,3812
Kazakhstan,546
Kenya,943
Kiribati,0
Kosovo,8
Kuwait,44
Kyrgyzstan,39
Laos,1493
Latvia,934
Lebanon,1912
Lesotho,425
Liberia,0
Libya,648
Liechtenstein,41
Lithuania,1957
Low income,4581
Luxembourg,537
Macao,0
Madagascar,0
Malawi,475
Malaysia,4262
Maldives,97
Mali,83
Malta,167
Marshall Islands,0
Mauritania,40
Mauritius,46
Mexico,2627
Micronesia (country),0
Moldova,459
Monaco,0
Mongolia,285
Montenegro,187
Montserrat,0
Morocco,205
Mozambique,1234
Myanmar,211
Namibia,710
Nepal,160
Netherlands,16325
New Caledonia,32
New Zealand,79
Nicaragua,0
Niger,9
Nigeria,1051
North Macedonia,298
Norway,4520
Oman,22
Pakistan,277
Palau,0
Palestine,0
Panama,386
Papua New Guinea,0
Paraguay,0
Peru,1660
Philippines,101
Poland,22096
Portugal,5137
Qatar,169
Romania,812
Russia,28158
Rwanda,142
Saint Helena,0
Saint Kitts and Nevis,1
Saint Lucia,12
Saint Pierre and Miquelon,0
Saint Vincent and the Grenadines,0
Samoa,0
San Marino,108
Sao Tome and Principe,2
Saudi Arabia,85
Senegal,10
Serbia,1325
Seychelles,87
Sierra Leone,0
Singapore,355
Slovakia,8129
Slovenia,1355
Solomon Islands,0
Somalia,0
South Africa,24785
South Korea,7434
South Sudan,80
Spain,28900
Sri Lanka,758
Sudan,0
Suriname,0
Sweden,4022
Switzerland,11077
Syria,72
Taiwan,12
Tajikistan,0
Tanzania,0
Thailand,7221
Timor,0
Togo,24
Tonga,0
Trinidad and Tobago,567
Tunisia,375
Turkey,18100
Turks and Caicos Islands,0
Uganda,90
Ukraine,9918
United Arab Emirates,200
United Kingdom,87801
United States,141707
Uruguay,289
Uzbekistan,219
Vanuatu,0
Vatican,0
Venezuela,491
Vietnam,34062
Wallis and Futuna,0
Yemen,5
Zambia,861
Zimbabwe,4367
