country,total_cases
Afghanistan,12
Albania,376
Algeria,230
Andorra,696
Angola,27
Anguilla,69
Antigua and Barbuda,15
Argentina,4555
Armenia,161
Aruba,53
Australia,2809
Austria,2859
Azerbaijan,922
Bahamas,0
Bahrain,84
Bangladesh,295
Barbados,135
Belarus,778
Belgium,9076
Belize,119
Benin,0
Bermuda,20
Bhutan,0
Bolivia,1891
Bonaire Sint Eustatius and Saba,18
Bosnia and Herzegovina,684
Botswana,1554
Brazil,4379
British Virgin Islands,0
Brunei,1
Bulgaria,3963
Burkina Faso,338
Burundi,0
Cambodia,12
Cameroon,113
Canada,4533
Cape Verde,6
Cayman Islands,89
Central African Republic,0
Chad,0
Chile,959
China,69
Colombia,1859
Comoros,3
Congo,0
Cook Islands,0
Costa Rica,310
Cote d'Ivoire,2
Croatia,3071
Cuba,58
Curacao,20
Cyprus,662
Czechia,11936
Democratic Republic of Congo,0
Denmark,8314
Djibouti,0
Dominica,24
Dominican Republic,308
Ecuador,267
Egypt,1621
El Salvador,67
Equatorial Guinea,0
Eritrea,19
Estonia,618
Eswatini,1222
Ethiopia,324
Faeroe Islands,64
Falkland Islands,0
Fiji,0
Finland,1676
France,63405
French Polynesia,0
Gabon,35
Gambia,11
Georgia,3988
Germany,52233
Ghana,0
Gibraltar,43
Greece,5953
Greenland,0
Grenada,0
Guatemala,288
Guinea,16
Guinea-Bissau,2
Guyana,64
Haiti,107
Honduras,0
Hong Kong,5
Hungary,3575
Iceland,161
India,6984
Indonesia,190
International,0
Iran,2784
Iraq,474
Ireland,3871
Isle of Man,96
Israel,761
Italy,20665
Jamaica,41
Japan,128
Jordan,4402
Kazakhstan,556
Kenya,331
Kiribati,0
Kosovo,8
Kuwait,79
Kyrgyzstan,36
Laos,1358
Latvia,930
Lebanon,1474
Lesotho,121
Liberia,0
Libya,512
Liechtenstein,111
Lithuania,1518
Low income,2394
Luxembourg,211
Macao,0
Madagascar,0
Malawi,235
Malaysia,4097
Maldives,124
Mali,91
Malta,100
Marshall Islands,0
Mauritania,44
Mauritius,59
Mexico,771
Micronesia (country),0
Moldova,456
Monaco,0
Mongolia,191
Montenegro,210
Montserrat,0
Morocco,219
Mozambique,733
Myanmar,363
Namibia,0
Nepal,229
Netherlands,12784
New Caledonia,10
New Zealand,76
Nicaragua,63
Niger,7
Nigeria,1115
North Macedonia,353
Norway,10867
Oman,17
Pakistan,370
Palau,0
Palestine,410
Panama,657
Papua New Guinea,25
Paraguay,98
Peru,945
Philippines,65
Poland,17460
Portugal,3591
Qatar,167
Romania,946
Russia,27910
Rwanda,129
Saint Helena,0
Saint Kitts and Nevis,0
Saint Lucia,7
Saint Pierre and Miquelon,1
Saint Vincent and the Grenadines,1
Samoa,0
San Marino,255
Sao Tome and Principe,0
Saudi Arabia,65
Senegal,2
Serbia,1547
Seychelles,19
Sierra Leone,1
Singapore,442
Slovakia,6657
Slovenia,1714
Solomon Islands,0
Somalia,0
South Africa,23857
South Korea,7843
South Sudan,0
Spain,26136
Sri Lanka,2545
Sudan,235
Suriname,87
Sweden,9472
Switzerland,8171
Syria,151
Taiwan,10
Tajikistan,0
Tanzania,0
Thailand,2862
Timor,1
Togo,0
Tonga,0
Trinidad and Tobago,1250
Tunisia,317
Turkey,21477
Turks and Caicos Islands,4
Uganda,87
Ukraine,7716
United Arab Emirates,110
United Kingdom,59746
United States,116071
Uruguay,469
Uzbekistan,136
Vanuatu,1
Vatican,0
Venezuela,406
Vietnam,15220
Wallis and Futuna,0
Yemen,3
Zambia,471
Zimbabwe,4872
