country,total_cases
Afghanistan,42
Albania,228
Algeria,262
Andorra,0
Angola,70
Anguilla,0
Antigua and Barbuda,0
Argentina,3254
Armenia,130
Aruba,29
Australia,4031
Austria,2242
Azerbaijan,921
Bahamas,0
Bahrain,89
Bangladesh,211
Barbados,0
Belarus,1456
Belgium,0
Belize,0
Benin,0
Bermuda,0
Bhutan,1
Bolivia,889
Bonaire Sint Eustatius and Saba,11
Bosnia and Herzegovina,0
Botswana,0
Brazil,1458
British Virgin Islands,0
Brunei,16
Bulgaria,456
Burkina Faso,0
Burundi,0
Cambodia,6
Cameroon,0
Canada,7449
Cape Verde,16
Cayman Islands,0
Central African Republic,0
Chad,0
Chile,1252
China,102
Colombia,2038
Comoros,0
Congo,0
Cook Islands,0
Costa Rica,0
Cote d'Ivoire,0
Croatia,1936
Cuba,62
Curacao,23
Cyprus,448
Czechia,6002
Democratic Republic of Congo,0
Denmark,8212
Djibouti,7
Dominica,0
Dominican Republic,272
Ecuador,0
Egypt,919
El Salvador,46
Equatorial Guinea,0
Eritrea,10
Estonia,426
Eswatini,322
Ethiopia,565
Faeroe Islands,96
Falkland Islands,0
Fiji,0
Finland,0
France,48473
French Polynesia,0
Gabon,0
Gambia,0
Georgia,2195
Germany,-541
Ghana,0
Gibraltar,44
Greece,2831
Greenland,0
Grenada,0
Guatemala,69
Guinea,0
Guinea-Bissau,0
Guyana,53
Haiti,0
Honduras,0
Hong Kong,8
Hungary,0
Iceland,0
India,13644
Indonesia,164
International,0
Iran,1968
Iraq,272
Ireland,5124
Isle of Man,60
Israel,794
Italy,24303
Jamaica,0
Japan,150
Jordan,3196
Kazakhstan,400
Kenya,1372
Kiribati,0
Kosovo,4
Kuwait,75
Kyrgyzstan,32
Laos,1067
Latvia,423
Lebanon,1479
Lesotho,795
Liberia,0
Libya,726
Liechtenstein,14
Lithuania,1359
Low income,3543
Luxembourg,0
Macao,0
Madagascar,0
Malawi,329
Malaysia,3108
Maldives,93
Mali,114
Malta,282
Marshall Islands,0
Mauritania,56
Mauritius,58
Mexico,2530
Micronesia (country),0
Moldova,46
Monaco,20
Mongolia,329
Montenegro,177
Montserrat,0
Morocco,186
Mozambique,1793
Myanmar,152
Namibia,1263
Nepal,133
Netherlands,13259
New Caledonia,0
New Zealand,70
Nicaragua,0
Niger,0
Nigeria,828
North Macedonia,190
Norway,3022
Oman,60
Pakistan,359
Palau,0
Palestine,0
Panama,386
Papua New Guinea,0
Paraguay,0
Peru,1581
Philippines,22
Poland,15976
Portugal,4266
Qatar,170
Romania,499
Russia,27680
Rwanda,169
Saint Helena,0
Saint Kitts and Nevis,0
Saint Lucia,13
Saint Pierre and Miquelon,0
Saint Vincent and the Grenadines,0
Samoa,0
San Marino,0
Sao Tome and Principe,0
Saudi Arabia,104
Senegal,20
Serbia,802
Seychelles,0
Sierra Leone,34
Singapore,255
Slovakia,4062
Slovenia,768
Solomon Islands,0
Somalia,0
South Africa,15465
South Korea,5316
South Sudan,0
Spain,0
Sri Lanka,551
Sudan,0
Suriname,10
Sweden,0
Switzerland,0
Syria,58
Taiwan,6
Tajikistan,0
Tanzania,0
Thailand,2899
Timor,0
Togo,128
Tonga,0
Trinidad and Tobago,629
Tunisia,178
Turkey,16910
Turks and Caicos Islands,0
Uganda,297
Ukraine,3889
United Arab Emirates,551
United Kingdom,81959
United States,86859
Uruguay,205
Uzbekistan,174
Vanuatu,0
Vatican,0
Venezuela,778
Vietnam,16110
Wallis and Futuna,0
Yemen,4
Zambia,1036
Zimbabwe,2106
