country,total_cases
Afghanistan,43
Albania,222
Algeria,177
Andorra,457
Angola,14
Anguilla,0
Antigua and Barbuda,0
Argentina,2744
Armenia,300
Aruba,26
Australia,1711
Austria,4437
Azerbaijan,1315
Bahamas,13
Bahrain,29
Bangladesh,262
Barbados,132
Belarus,1738
Belgium,16029
Belize,61
Benin,34
Bermuda,0
Bhutan,6
Bolivia,1737
Bonaire Sint Eustatius and Saba,36
Bosnia and Herzegovina,649
Botswana,538
Brazil,8753
British Virgin Islands,0
Brunei,57
Bulgaria,1827
Burkina Faso,0
Burundi,87
Cambodia,12
Cameroon,0
Canada,4002
Cape Verde,12
Cayman Islands,115
Central African Republic,0
Chad,0
Chile,1771
China,63
Colombia,1627
Comoros,2
Congo,0
Cook Islands,0
Costa Rica,200
Cote d'Ivoire,6
Croatia,4428
Cuba,81
Curacao,23
Cyprus,635
Czechia,16229
Democratic Republic of Congo,33
Denmark,6985
Djibouti,5
Dominica,32
Dominican Republic,258
Ecuador,0
Egypt,803
El Salvador,0
Equatorial Guinea,0
Eritrea,50
Estonia,554
Eswatini,1084
Ethiopia,123
Faeroe Islands,78
Falkland Islands,0
Fiji,0
Finland,1781
France,56854
French Polynesia,2
Gabon,0
Gambia,0
Georgia,3562
Germany,103018
Ghana,0
Gibraltar,27
Greece,5513
Greenland,28
Grenada,0
Guatemala,475
Guinea,0
Guinea-Bissau,0
Guyana,69
Haiti,53
Honduras,172
Hong Kong,7
Hungary,7310
Iceland,156
India,8402
Indonesia,220
International,0
Iran,3228
Iraq,510
Ireland,4003
Isle of Man,116
Israel,571
Italy,12516
Jamaica,23
Japan,154
Jordan,5153
Kazakhstan,722
Kenya,144
Kiribati,0
Kosovo,19
Kuwait,20
Kyrgyzstan,66
Laos,1212
Latvia,793
Lebanon,1836
Lesotho,0
Liberia,0
Libya,495
Liechtenstein,67
Lithuania,1687
Low income,942
Luxembourg,486
Macao,0
Madagascar,0
Malawi,35
Malaysia,5446
Maldives,125
Mali,76
Malta,81
Marshall Islands,0
Mauritania,35
Mauritius,83
Mexico,6395
Micronesia (country),0
Moldova,549
Monaco,64
Mongolia,624
Montenegro,180
Montserrat,0
Morocco,146
Mozambique,260
Myanmar,0
Namibia,179
Nepal,197
Netherlands,19770
New Caledonia,30
New Zealand,0
Nicaragua,0
Niger,12
Nigeria,0
North Macedonia,168
Norway,5355
Oman,25
Pakistan,313
Palau,0
Palestine,319
Panama,527
Papua New Guinea,133
Paraguay,101
Peru,3038
Philippines,403
Poland,27459
Portugal,3588
Qatar,159
Romania,1032
Russia,29701
Rwanda,53
Saint Helena,0
Saint Kitts and Nevis,1
Saint Lucia,0
Saint Pierre and Miquelon,0
Saint Vincent and the Grenadines,0
Samoa,0
San Marino,49
Sao Tome and Principe,0
Saudi Arabia,45
Senegal,11
Serbia,1620
Seychelles,56
Sierra Leone,15
Singapore,682
Slovakia,9970
Slovenia,1687
Solomon Islands,0
Somalia,0
South Africa,22388
South Korea,7022
South Sudan,0
Spain,26412
Sri Lanka,744
Sudan,0
Suriname,66
Sweden,3163
Switzerland,10861
Syria,107
Taiwan,16
Tajikistan,0
Tanzania,0
Thailand,4193
Timor,0
Togo,7
Tonga,0
Trinidad and Tobago,857
Tunisia,140
Turkey,19696
Turks and Caicos Islands,5
Uganda,41
Ukraine,12884
United Arab Emirates,60
United Kingdom,50282
United States,122214
Uruguay,257
Uzbekistan,194
Vanuatu,0
Vatican,0
Venezuela,777
Vietnam,15311
Wallis and Futuna,0
Yemen,0
Zambia,126
Zimbabwe,5189
