country,total_cases
Afghanistan,9
Albania,296
Algeria,299
Andorra,0
Angola,112
Anguilla,0
Antigua and Barbuda,8
Argentina,5648
Armenia,193
Aruba,35
Australia,4017
Austria,2899
Azerbaijan,755
Bahamas,24
Bahrain,52
Bangladesh,191
Barbados,55
Belarus,1644
Belgium,10040
Belize,29
Benin,0
Bermuda,0
Bhutan,4
Bolivia,2119
Bonaire Sint Eustatius and Saba,4
Bosnia and Herzegovina,488
Botswana,0
Brazil,4363
British Virgin Islands,0
Brunei,9
Bulgaria,1614
Burkina Faso,0
Burundi,0
Cambodia,8
Cameroon,0
Canada,9325
Cape Verde,16
Cayman Islands,61
Central African Republic,0
Chad,0
Chile,1433
China,125
Colombia,1803
Comoros,17
Congo,0
Cook Islands,0
Costa Rica,110
Cote d'Ivoire,34
Croatia,3778
Cuba,73
Curacao,27
Cyprus,695
Czechia,9525
Democratic Republic of Congo,1060
Denmark,11194
Djibouti,1
Dominica,0
Dominican Republic,252
Ecuador,715
Egypt,910
El Salvador,53
Equatorial Guinea,1
Eritrea,18
Estonia,603
Eswatini,1034
Ethiopia,617
Faeroe Islands,162
Falkland Islands,0
Fiji,19
Finland,2079
France,58128
French Polynesia,0
Gabon,62
Gambia,6
Georgia,2979
Germany,15716
Ghana,0
Gibraltar,47
Greece,4761
Greenland,32
Grenada,4
Guatemala,254
Guinea,0
Guinea-Bissau,0
Guyana,23
Haiti,0
Honduras,0
Hong Kong,7
Hungary,4977
Iceland,188
India,0
Indonesia,291
International,0
Iran,2196
Iraq,357
Ireland,3595
Isle of Man,79
Israel,720
Italy,28615
Jamaica,45
Japan,161
Jordan,3705
Kazakhstan,59
Kenya,1609
Kiribati,0
Kosovo,11
Kuwait,81
Kyrgyzstan,29
Laos,1702
Latvia,841
Lebanon,1606
Lesotho,395
Liberia,0
Libya,559
Liechtenstein,54
Lithuania,1619
Low income,4645
Luxembourg,349
Macao,0
Madagascar,0
Malawi,536
Malaysia,4362
Maldives,104
Mali,126
Malta,221
Marshall Islands,0
Mauritania,26
Mauritius,54
Mexico,0
Micronesia (country),0
Moldova,440
Monaco,225
Mongolia,262
Montenegro,198
Montserrat,0
Morocco,209
Mozambique,1382
Myanmar,217
Namibia,540
Nepal,269
Netherlands,15367
New Caledonia,24
New Zealand,49
Nicaragua,0
Niger,0
Nigeria,1584
North Macedonia,327
Norway,4689
Oman,0
Pakistan,0
Palau,0
Palestine,0
Panama,853
Papua New Guinea,38
Paraguay,92
Peru,1724
Philippines,448
Poland,20027
Portugal,4644
Qatar,164
Romania,743
Russia,27427
Rwanda,153
Saint Helena,0
Saint Kitts and Nevis,3
Saint Lucia,9
Saint Pierre and Miquelon,0
Saint Vincent and the Grenadines,35
Samoa,0
San Marino,92
Sao Tome and Principe,0
Saudi Arabia,80
Senegal,14
Serbia,1199
Seychelles,0
Sierra Leone,18
Singapore,412
Slovakia,5584
Slovenia,1278
Solomon Islands,0
Somalia,95
South Africa,20713
South Korea,7313
South Sudan,260
Spain,33359
Sri Lanka,715
Sudan,0
Suriname,38
Sweden,4130
Switzerland,9943
Syria,66
Taiwan,15
Tajikistan,0
Tanzania,0
Thailand,0
Timor,2
Togo,84
Tonga,0
Trinidad and Tobago,707
Tunisia,0
Turkey,18141
Turks and Caicos Islands,7
Uganda,209
Ukraine,9215
United Arab Emirates,234
United Kingdom,92713
United States,192903
Uruguay,317
Uzbekistan,217
Vanuatu,0
Vatican,0
Venezuela,463
Vietnam,15236
Wallis and Futuna,0
Yemen,6
Zambia,1294
Zimbabwe,7510
