country,total_cases
Afghanistan,11
Albania,325
Algeria,286
Andorra,0
Angola,108
Anguilla,0
Antigua and Barbuda,12
Argentina,4163
Armenia,156
Aruba,27
Australia,3862
Austria,2167
Azerbaijan,582
Bahamas,0
Bahrain,101
Bangladesh,122
Barbados,43
Belarus,1655
Belgium,9604
Belize,0
Benin,0
Bermuda,0
Bhutan,0
Bolivia,3174
Bonaire Sint Eustatius and Saba,14
Bosnia and Herzegovina,0
Botswana,0
Brazil,2381
British Virgin Islands,0
Brunei,1
Bulgaria,904
Burkina Faso,0
Burundi,0
Cambodia,5
Cameroon,0
Canada,6263
Cape Verde,16
Cayman Islands,0
Central African Republic,0
Chad,0
Chile,1415
China,83
Colombia,2016
Comoros,43
Congo,0
Cook Islands,0
Costa Rica,0
Cote d'Ivoire,45
Croatia,3487
Cuba,77
Curacao,27
Cyprus,508
Czechia,8993
Democratic Republic of Congo,0
Denmark,8594
Djibouti,1
Dominica,0
Dominican Republic,183
Ecuador,0
Egypt,902
El Salvador,47
Equatorial Guinea,0
Eritrea,22
Estonia,577
Eswatini,838
Ethiopia,791
Faeroe Islands,0
Falkland Islands,0
Fiji,0
Finland,0
France,58536
French Polynesia,0
Gabon,0
Gambia,0
Georgia,2784
Germany,55603
Ghana,0
Gibraltar,48
Greece,4337
Greenland,0
Grenada,0
Guatemala,213
Guinea,0
Guinea-Bissau,1
Guyana,66
Haiti,13
Honduras,0
Hong Kong,5
Hungary,0
Iceland,0
India,7145
Indonesia,232
International,0
Iran,1361
Iraq,182
Ireland,7333
Isle of Man,63
Israel,696
Italy,28057
Jamaica,46
Japan,179
Jordan,1920
Kazakhstan,937
Kenya,2169
Kiribati,0
Kosovo,12
Kuwait,51
Kyrgyzstan,40
Laos,1249
Latvia,910
Lebanon,1690
Lesotho,435
Liberia,0
Libya,0
Liechtenstein,0
Lithuania,1724
Low income,3438
Luxembourg,0
Macao,0
Madagascar,1501
Malawi,468
Malaysia,4083
Maldives,131
Mali,128
Malta,291
Marshall Islands,0
Mauritania,37
Mauritius,38
Mexico,2750
Micronesia (country),0
Moldova,304
Monaco,47
Mongolia,267
Montenegro,163
Montserrat,0
Morocco,230
Mozambique,0
Myanmar,170
Namibia,2227
Nepal,158
Netherlands,14636
New Caledonia,0
New Zealand,59
Nicaragua,0
Niger,14
Nigeria,0
North Macedonia,301
Norway,3705
Oman,0
Pakistan,617
Palau,0
Palestine,0
Panama,0
Papua New Guinea,0
Paraguay,0
Peru,3559
Philippines,91
Poland,19392
Portugal,5062
Qatar,179
Romania,733
Russia,27131
Rwanda,230
Saint Helena,0
Saint Kitts and Nevis,0
Saint Lucia,0
Saint Pierre and Miquelon,0
Saint Vincent and the Grenadines,0
Samoa,0
San Marino,0
Sao Tome and Principe,0
Saudi Arabia,116
Senegal,12
Serbia,1015
Seychelles,0
Sierra Leone,19
Singapore,271
Slovakia,4919
Slovenia,1288
Solomon Islands,0
Somalia,0
South Africa,16080
South Korea,6234
South Sudan,0
Spain,0
Sri Lanka,695
Sudan,0
Suriname,45
Sweden,0
Switzerland,0
Syria,62
Taiwan,13
Tajikistan,0
Tanzania,0
Thailand,3132
Timor,1
Togo,0
Tonga,0
Trinidad and Tobago,956
Tunisia,335
Turkey,17644
Turks and Caicos Islands,5
Uganda,186
Ukraine,7806
United Arab Emirates,0
United Kingdom,89074
United States,76429
Uruguay,356
Uzbekistan,161
Vanuatu,0
Vatican,0
Venezuela,386
Vietnam,15895
Wallis and Futuna,0
Yemen,5
Zambia,1039
Zimbabwe,0
